Producto,Tipo,Volumen,Peso,Retornable,familia_inferida,categoria_logistica,zona_recomendada,prioridad_acceso,requiere_lateral,fragil,pesado,apilable,retorno_dinamico,orden_carga_recomendado,regla_aplicada
0AM0283,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0285,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0286,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0288,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0293,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0297,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0300,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0302,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0307,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0308,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0310,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0312,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0313,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0315,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0318,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0322,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0323,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0325,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0331,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0332,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0333,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0343,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0352,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0354,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0357,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0359,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0360,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0361,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0362,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0364,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0365,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0366,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0368,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0369,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0405,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0407,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0417,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0425,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0451,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0453,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0459,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0463,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0492,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0493,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0494,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0501,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0502,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0504,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0506,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0509,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0533,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0535,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0539,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0553,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0565,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0567,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0580,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0587,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0589,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0606,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0633,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0642,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0644,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0649,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0661,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0696,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0698,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0699,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0700,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0702,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0704,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0705,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0706,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0710,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0724,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0736,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0738,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0780,BOT,ZCG,,No,Alimentación,Botella frágil,Zona protegida / estable,Media,No,Sí,No,No,No,"Cargar protegido, evitar bloqueo y golpes",Tipo BOT => botella: frágil y protegida
0AM0782,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0820,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0831,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0844,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0860,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0870,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0874,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0875,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0876,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0884,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0930,CAJ,ZCG,,No,Alimentación,Caja horeca secundaria,Zona secundaria / flexible,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Caja no crítica horeca => zona secundaria flexible
0AM0940,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0946,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
0AM0960,UN,ZCG,,No,Alimentación,Unidad horeca secundaria,Zona secundaria / cubeta pequeña,Baja,No,No,No,Sí,No,Carga flexible según cliente/ruta,Tipo UN + categoría horeca => unidad pequeña secundaria
